ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
3/19/2004 23:00,2.1,1215,-200,8.3,912,127,948,109,1547,993,14.2,58.3,0.938,56.00,41.60,71.92
3/20/2004 0:00,1.7,1127,-200,5.8,802,104,1064,92,1447,837,13.8,57.9,0.909,57.48,42.45,73.15
3/20/2004 1:00,1.6,1090,-200,5.2,773,86,1105,83,1429,761,13.9,55.9,0.884,58.92,44.01,74.17
3/20/2004 2:00,1.3,1017,-200,4.1,718,74,1182,81,1382,650,13.9,55.6,0.877,60.07,43.96,74.81
3/20/2004 3:00,1.3,997,-200,3.4,677,-200,1252,-200,1359,591,13.8,55.1,0.867,60.93,45.51,76.63
3/20/2004 4:00,-200,945,-200,2.9,646,44,1308,55,1332,505,13.8,54.6,0.857,61.79,46.41,77.03
3/20/2004 5:00,0.8,956,-200,3.1,661,42,1260,53,1351,518,13.6,55.1,0.856,62.75,48.47,78.22
3/20/2004 6:00,0.8,966,-200,2.5,622,63,1317,67,1342,571,13.6,59,0.913,63.27,47.32,79.15
3/20/2004 7:00,1.1,1064,-200,4.3,728,115,1161,91,1461,842,13.5,58.4,0.896,62.35,46.59,77.97
3/20/2004 8:00,2.1,1300,-200,8.9,935,170,902,113,1623,1145,13.8,58,0.908,59.23,44.23,74.53
3/20/2004 9:00,2.4,1348,-200,10.5,998,147,834,102,1689,1218,14.6,53.1,0.877,54.18,38.61,70.13
3/20/2004 10:00,2.6,1425,-200,12.5,1068,166,776,107,1764,1341,15,52.3,0.888,48.50,32.89,63.23
3/20/2004 11:00,2.8,1474,-200,12.3,1061,195,768,113,1768,1406,15.4,52.1,0.905,43.75,27.73,59.92
3/20/2004 12:00,2.6,1490,-200,11.7,1039,182,782,108,1757,1422,16.3,50,0.916,40.76,25.04,55.88
3/20/2004 13:00,2.6,1495,-200,11.7,1040,168,809,105,1735,1373,17.1,47.9,0.928,39.33,24.64,55.23
3/20/2004 14:00,2.1,1376,-200,9.3,953,125,900,93,1636,1153,19,42.9,0.937,38.70,24.60,54.41
3/20/2004 15:00,1.7,1305,-200,7.6,884,95,980,87,1573,927,19.5,42.3,0.948,38.45,23.50,53.22
3/20/2004 16:00,1.6,1283,-200,6.7,844,79,1036,76,1539,766,19.5,42.3,0.949,38.83,22.89,54.40
3/20/2004 17:00,2.1,1392,-200,9.7,967,119,930,94,1649,941,19.1,43.8,0.956,40.36,24.75,56.70
3/20/2004 18:00,2.3,1452,-200,12.4,1063,142,856,110,1774,1146,18.5,46.3,0.974,43.17,28.64,59.21
3/20/2004 19:00,3.5,1633,-200,16.6,1199,215,734,136,1919,1417,17.4,51.6,1.016,46.64,31.19,63.11
3/20/2004 20:00,3.9,1625,-200,16.4,1191,229,733,139,1885,1442,17.1,51.3,0.991,49.85,33.91,64.36
3/20/2004 21:00,3.3,1535,-200,13.7,1108,206,785,125,1820,1323,16.4,53.8,0.996,52.25,36.72,67.40
3/20/2004 22:00,2.3,1323,-200,9.9,973,147,864,111,1712,1125,16.2,55.4,1.013,53.95,39.36,71.21
3/20/2004 23:00,2.1,1309,-200,8.9,937,122,905,97,1672,1036,15.9,57.7,1.036,55.44,40.33,70.86
3/21/2004 0:00,2.8,1456,-200,10.6,999,175,835,107,1714,1202,15.7,58.6,1.040,57.01,40.78,73.24
3/21/2004 1:00,2.1,1300,-200,7.4,872,133,941,90,1577,1054,15.1,60.9,1.040,58.55,42.67,73.93
3/21/2004 2:00,1.6,1203,-200,6.2,823,89,1004,84,1526,903,15.6,56.6,0.995,59.78,43.19,75.34
3/21/2004 3:00,1.6,1195,-200,6.5,836,-200,987,-200,1554,885,15.2,57.9,0.994,60.73,45.85,76.68
3/21/2004 4:00,-200,1117,-200,5.8,802,85,1029,87,1539,818,15.4,57.8,1.002,61.68,44.95,77.21
3/21/2004 5:00,1.1,1062,-200,4,711,55,1136,66,1461,700,14.9,60.6,1.020,62.71,47.18,78.11
3/21/2004 6:00,0.7,947,-200,2.1,594,24,1300,36,1390,580,14.5,63,1.032,63.31,46.67,78.01
3/21/2004 7:00,0.8,1065,-200,3.6,687,72,1143,62,1492,815,14.2,66.2,1.063,62.45,46.85,78.23
3/21/2004 8:00,1.2,1155,-200,4.4,734,122,1062,91,1528,1035,14.5,65.3,1.070,59.38,44.36,74.76
3/21/2004 9:00,1.4,1220,-200,5.4,782,111,996,89,1560,1067,15.3,62.1,1.073,54.37,38.63,70.43
3/21/2004 10:00,1.7,1301,-200,7.1,862,123,914,93,1633,1114,16.3,59,1.087,48.72,32.79,64.22
3/21/2004 11:00,1.8,1279,-200,7.3,870,106,911,81,1646,1000,18.9,49.6,1.070,43.99,28.37,58.92
3/21/2004 12:00,1.8,1267,-200,7.6,883,103,953,82,1617,906,19.4,46.1,1.025,41.01,25.70,56.11
3/21/2004 13:00,1.9,1239,-200,6.8,848,102,981,80,1568,822,20.8,41.6,1.009,39.57,24.31,54.60
3/21/2004 14:00,1.3,1128,-200,4.6,742,48,1144,48,1507,610,21.4,40.3,1.013,38.93,23.58,54.50
3/21/2004 15:00,1.6,1243,-200,8.4,916,63,962,61,1669,657,21.2,39.3,0.979,38.65,22.21,53.96
3/21/2004 16:00,1.9,1208,-200,6.9,853,98,1060,89,1506,647,20.3,38,0.894,38.99,23.09,54.94
3/21/2004 17:00,2.3,1306,-200,9,938,132,961,105,1607,762,19.4,41.3,0.921,40.47,24.49,57.07
3/21/2004 18:00,3.8,1546,-200,15.1,1151,173,769,116,1874,1122,18.5,43.8,0.925,43.21,27.68,59.34
3/21/2004 19:00,3.5,1501,-200,12.6,1071,185,823,119,1744,1130,17.8,48.1,0.969,46.61,31.71,62.55
3/21/2004 20:00,4.3,1605,-200,15.1,1153,266,769,144,1840,1637,17.9,46.9,0.952,49.74,33.80,64.21
3/21/2004 21:00,2.8,1316,-200,9.9,974,188,883,123,1673,1272,17.4,49.1,0.969,52.05,36.80,67.99
3/21/2004 22:00,1.9,1195,-200,8,898,122,933,105,1594,1098,17,51.7,0.991,53.65,37.16,69.06
3/21/2004 23:00,1.9,1211,-200,7.9,896,112,920,93,1624,1066,16.4,55.1,1.020,55.03,40.24,68.91
3/22/2004 0:00,1.7,1161,-200,6.1,815,93,995,86,1582,909,16.1,60,1.092,56.49,41.71,71.74
3/22/2004 1:00,1.5,1095,-200,5.1,767,74,1050,76,1547,818,15.8,60.5,1.081,57.92,40.76,73.95
3/22/2004 2:00,0.6,897,-200,1.7,563,23,1417,33,1355,472,16.3,57,1.049,59.04,43.83,74.20
3/22/2004 3:00,0.4,842,-200,0.7,468,-200,1813,-200,1274,394,16.9,53.9,1.031,59.88,43.92,76.09
3/22/2004 4:00,-200,854,-200,0.8,481,17,1756,27,1304,396,16.1,55.9,1.015,60.71,46.13,77.03
3/22/2004 5:00,0.3,845,-200,0.7,472,15,1786,23,1278,378,16.5,53.9,1.005,61.64,46.61,76.90
3/22/2004 6:00,0.6,942,-200,2,586,41,1480,46,1373,432,16.4,54,0.998,62.13,46.84,78.17
3/22/2004 7:00,1.2,1090,-200,5.1,768,86,1072,76,1538,699,15.7,57.6,1.020,61.17,46.21,76.56
3/22/2004 8:00,3.6,1514,-200,17.7,1230,226,732,116,1996,1252,15.8,53.7,0.957,58.01,43.29,73.74
3/22/2004 9:00,3.7,1379,-200,18.4,1252,214,711,115,1962,1237,17.4,42.1,0.828,52.92,37.17,67.33
3/22/2004 10:00,1.8,1074,-200,6.9,854,115,1032,83,1484,772,17.9,38.4,0.779,47.20,30.45,62.74
3/22/2004 11:00,1.6,1090,-200,7.3,868,124,1026,87,1509,766,18.5,36.7,0.776,42.40,27.62,57.95
3/22/2004 12:00,1.9,1110,-200,9.6,964,122,947,90,1577,829,21,29.6,0.726,39.37,24.13,55.27
3/22/2004 13:00,2,1102,-200,10.4,994,107,955,87,1599,783,21.3,28.1,0.707,37.90,22.24,53.46
3/22/2004 14:00,2.2,1100,-200,11.2,1021,133,952,99,1607,822,21.3,26.1,0.654,37.23,22.18,53.39
3/22/2004 15:00,2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.668,36.95,22.02,52.40
3/22/2004 16:00,2.3,1076,451,11.6,1034,150,964,101,1544,813,21.3,24.2,0.606,37.29,21.16,52.52
3/22/2004 17:00,2.6,1152,185,12.4,1062,138,928,103,1606,850,20.2,28.5,0.668,38.80,23.61,53.75
3/22/2004 18:00,3.8,1407,426,18.3,1249,213,720,129,1932,1276,17,43.1,0.826,41.58,25.75,57.44
3/22/2004 19:00,4.4,1438,672,21,1325,232,678,143,1993,1401,15.6,47.4,0.835,45.03,29.91,60.26
3/22/2004 20:00,4.5,1425,624,21,1325,238,678,146,1965,1356,15.3,47.4,0.818,48.23,32.78,63.05
3/22/2004 21:00,3.3,1279,325,14.5,1131,180,775,124,1758,1243,14.5,49.7,0.818,50.63,35.15,64.94
3/22/2004 22:00,2,1132,143,8.4,916,128,920,113,1561,1083,13.9,52,0.823,52.33,37.96,68.33
3/22/2004 23:00,1.1,1006,89,4.3,729,65,1142,80,1370,795,14.5,49.4,0.811,53.82,38.59,68.50
3/23/2004 0:00,0.9,982,73,3.8,700,53,1204,72,1359,735,13.8,51.4,0.807,55.42,39.56,70.92
3/23/2004 1:00,0.8,969,48,2.7,636,47,1271,64,1309,684,14,51.3,0.816,56.98,41.12,73.14
3/23/2004 2:00,0.7,941,47,2.5,621,51,1298,70,1330,714,13,56.8,0.844,58.26,43.10,73.09
3/23/2004 3:00,0.5,892,36,1.2,522,-200,1522,-200,1285,456,11,70,0.922,59.25,43.40,75.46
3/23/2004 4:00,-200,855,25,0.8,478,20,1701,31,1261,401,10.1,76.8,0.948,60.25,44.41,75.79
3/23/2004 5:00,0.3,834,19,0.6,459,13,1908,22,1212,361,8.8,80.5,0.915,61.36,46.21,76.08
3/23/2004 6:00,0.5,909,26,1.8,567,33,1542,47,1287,418,9.6,75.4,0.900,62.03,47.31,77.18
3/23/2004 7:00,1.1,1061,60,4.6,745,103,1178,88,1429,616,9.8,75,0.909,61.26,46.50,75.78
3/23/2004 8:00,3,1441,248,14.2,1124,224,851,130,1829,1089,10,74.2,0.912,58.28,42.20,73.56
3/23/2004 9:00,3.8,1498,535,21,1325,244,684,132,2095,1329,11.2,69.7,0.923,53.38,37.99,69.22
3/23/2004 10:00,3.4,1343,340,16.2,1185,237,760,132,1857,1311,12,62.9,0.880,47.84,32.71,63.04
3/23/2004 11:00,3,1308,325,15.5,1166,220,792,131,1794,1236,12.8,55.8,0.821,43.23,27.65,59.42
3/23/2004 12:00,2.7,1209,267,13.4,1097,207,837,129,1746,1147,13.1,54.8,0.823,40.38,24.40,56.81
3/23/2004 13:00,3.5,1310,325,16.9,1207,208,770,132,1847,1301,13.8,53.4,0.835,39.07,23.17,53.54
3/23/2004 14:00,2.8,1171,268,12.4,1064,160,881,110,1639,1097,16,42.4,0.767,38.57,23.60,53.56
3/23/2004 15:00,1.9,1112,136,10.1,980,131,924,99,1589,900,14.1,49.8,0.797,38.44,22.72,53.17
3/23/2004 16:00,2,1132,118,8.7,927,128,944,100,1570,781,12,61.1,0.854,38.92,23.49,54.84
3/23/2004 17:00,3,1225,276,13.8,1111,176,818,122,1719,1013,13.6,54.6,0.847,40.56,24.28,56.06
3/23/2004 18:00,1.9,1065,151,9.3,953,107,962,97,1514,790,13.7,49.5,0.770,43.45,27.80,58.92
3/23/2004 19:00,2.7,1236,236,13,1084,131,854,112,1688,1059,11.7,57.1,0.782,47.01,30.44,62.39
3/23/2004 20:00,3.3,1309,220,14.3,1126,166,812,128,1722,1205,11.5,58.2,0.787,50.30,34.68,65.85
3/23/2004 21:00,1.7,1089,87,7.6,884,89,1006,101,1487,975,12.6,54.2,0.788,52.77,35.80,67.24
3/23/2004 22:00,1.3,1000,81,5.3,776,81,1141,96,1375,896,12,54.9,0.766,54.52,39.21,70.84
3/23/2004 23:00,1.3,1041,74,5.4,782,78,1105,86,1425,911,11,61.4,0.806,56.06,40.64,71.07
3/24/2004 0:00,1.2,1045,55,4.9,756,70,1137,85,1411,902,11.1,62.2,0.820,57.68,43.31,73.56
3/24/2004 1:00,1.1,997,74,4.6,744,76,1151,79,1405,832,10.8,62.5,0.808,59.25,42.61,74.90
3/24/2004 2:00,0.9,948,35,2.7,634,43,1320,61,1326,715,11.3,60,0.803,60.52,44.29,75.02
3/24/2004 3:00,0.6,878,29,1.6,551,-200,1493,-200,1272,683,10.6,61.6,0.786,61.49,46.00,77.27
3/24/2004 4:00,-200,908,29,1.7,559,44,1477,66,1287,721,10.2,62.7,0.781,62.45,46.20,78.33
3/24/2004 5:00,0.6,892,20,1.2,522,34,1572,54,1255,648,10.9,58.6,0.763,63.50,49.18,78.47
3/24/2004 6:00,0.8,954,32,1.7,561,43,1496,57,1255,612,10.8,57.2,0.738,64.10,48.99,79.14
3/24/2004 7:00,1.2,1045,84,4.8,751,79,1186,75,1403,800,10.4,59.2,0.746,63.25,47.65,78.65
3/24/2004 8:00,3.1,1383,245,13.8,1109,174,832,97,1706,1173,11,57.3,0.750,60.18,44.72,75.35
3/24/2004 9:00,4.4,1597,553,23.7,1395,235,652,110,2080,1519,11.2,56.9,0.757,55.18,38.76,70.54
3/24/2004 10:00,3.4,1318,450,14.2,1124,218,762,113,1770,1287,12.1,54.9,0.773,49.53,35.16,64.85
3/24/2004 11:00,1.7,1138,118,8,898,136,950,88,1505,966,15.1,44.3,0.754,44.80,29.75,59.51
3/24/2004 12:00,1.5,1098,118,6.7,842,117,1012,85,1440,828,15.6,40.6,0.715,41.82,26.22,57.18
3/24/2004 13:00,1.7,1118,144,8.7,927,119,959,96,1477,825,16.9,34.6,0.660,40.39,24.95,55.30
3/24/2004 14:00,2.2,1170,159,10.8,1009,126,879,106,1566,872,16.6,35.6,0.670,39.75,25.35,55.22
3/24/2004 15:00,-200,1112,122,6.7,842,100,1015,91,1494,680,11.3,63.9,0.855,39.49,24.39,54.95
3/24/2004 16:00,2.7,1390,230,11.4,1028,197,829,126,1730,1002,9.6,81.1,0.972,39.84,24.69,54.74
3/24/2004 17:00,2.8,1353,320,13.4,1096,195,774,130,1783,1159,11.7,69.1,0.950,41.34,25.56,57.33
3/24/2004 18:00,2.7,1260,263,12,1050,156,828,111,1722,979,10.7,68.5,0.879,44.11,29.83,59.47
3/24/2004 19:00,4.5,1501,556,20.2,1302,247,681,134,2008,1311,10.7,67.3,0.864,47.54,30.98,61.74
3/24/2004 20:00,3.5,1273,458,14.4,1130,190,795,136,1744,1071,10.8,65.7,0.849,50.72,35.75,65.60
3/24/2004 21:00,2.6,1179,214,9.4,955,169,928,125,1571,899,10.3,66.3,0.834,53.07,38.12,67.41
3/24/2004 22:00,1.7,1047,97,5.9,809,118,1064,108,1435,766,10.1,66.9,0.825,54.72,39.71,70.17
3/24/2004 23:00,1.3,973,79,4.5,739,81,1186,87,1354,589,10.4,61.1,0.772,56.16,41.34,71.45
3/25/2004 0:00,1.3,997,81,4.5,737,80,1168,89,1341,631,10.3,59.9,0.752,57.69,42.60,72.66
3/25/2004 1:00,1,970,52,2.5,621,42,1400,58,1249,479,11,58.4,0.769,59.19,43.18,74.69
3/25/2004 2:00,0.7,902,38,1.8,568,38,1450,54,1253,479,9.1,68.1,0.789,60.39,44.61,76.35
3/25/2004 3:00,0.7,921,35,1.4,538,-200,1564,-200,1224,417,9.5,68.2,0.809,61.31,46.10,77.23
3/25/2004 4:00,0.5,858,29,0.9,490,18,1707,28,1212,378,9.3,72.3,0.850,62.23,46.51,78.09
3/25/2004 5:00,0.5,878,21,0.6,457,12,1935,20,1158,344,9.9,66.8,0.815,63.25,48.00,79.76
3/25/2004 6:00,0.6,893,46,1.4,540,43,1604,51,1268,413,7.6,83.2,0.870,63.83,48.26,80.39
3/25/2004 7:00,1.1,1038,55,3.8,697,84,1260,82,1383,605,8.1,79,0.854,62.97,46.52,77.28
3/25/2004 8:00,2.7,1320,271,11.6,1035,184,902,112,1721,991,8.7,74.6,0.843,59.90,44.05,75.64
3/25/2004 9:00,3.5,1353,434,17.8,1235,202,740,119,1937,1175,8.6,75.1,0.842,54.91,39.37,69.80
3/25/2004 10:00,2.3,1133,300,8.8,933,133,969,99,1552,923,9.7,69.7,0.839,49.28,33.06,65.45
3/25/2004 11:00,1.6,1066,116,6.8,849,130,1039,98,1468,829,11,64.4,0.845,44.58,29.11,59.71
3/25/2004 12:00,1.3,1027,95,5.9,809,106,1081,88,1442,733,13.6,53,0.821,41.64,26.22,55.57
3/25/2004 13:00,2,1106,211,8.9,935,132,958,96,1570,819,14.2,48.4,0.778,40.25,23.92,55.94
3/25/2004 14:00,1.9,1038,168,8.2,907,106,976,81,1492,723,14.2,46.3,0.744,39.66,24.49,55.47
3/25/2004 15:00,1.9,1084,154,8.6,924,125,986,92,1501,786,16,41.3,0.746,39.45,23.28,53.52
3/25/2004 16:00,2.2,1105,267,10.1,982,138,939,105,1545,850,17.7,35.4,0.709,39.86,24.05,56.22
3/25/2004 17:00,2,1102,143,9.4,957,120,968,88,1527,820,17.1,37.4,0.723,41.42,25.97,56.34
3/25/2004 18:00,2.9,1240,374,14.6,1137,158,836,103,1748,991,14.9,40.5,0.684,44.25,29.23,60.40
3/25/2004 19:00,5.2,1443,797,24.6,1418,253,666,141,2060,1454,13.4,47.8,0.729,47.74,32.78,63.47
3/25/2004 20:00,4.6,1389,698,21.6,1341,231,692,133,1982,1488,12.6,52.5,0.764,50.97,34.98,66.99
3/25/2004 21:00,2.5,1183,234,10.3,989,150,904,119,1539,1205,12.2,53.2,0.756,53.38,37.25,69.49
3/25/2004 22:00,1.5,1014,104,5.7,798,99,1083,106,1376,909,10.6,56.1,0.714,55.08,38.50,70.79
3/25/2004 23:00,1.2,979,67,4.5,736,75,1154,92,1324,769,9.9,59.5,0.728,56.57,40.38,72.10
3/26/2004 0:00,1.7,1048,88,5.5,787,93,1098,97,1373,835,9.6,61.1,0.732,58.14,41.74,73.37
3/26/2004 1:00,1.4,1024,79,4.8,753,79,1131,91,1357,793,9.7,61.6,0.743,59.67,44.17,73.90
3/26/2004 2:00,1.2,974,61,3.6,690,67,1208,83,1313,733,9.4,62.6,0.740,60.89,44.67,76.60
3/26/2004 3:00,0.6,862,43,1.7,561,-200,1449,-200,1219,502,8.2,68.5,0.746,61.82,46.40,78.21
3/26/2004 4:00,0.7,925,40,2.2,602,45,1398,59,1263,562,8,69.4,0.746,62.75,47.78,78.41
3/26/2004 5:00,0.8,952,52,3,654,72,1210,73,1312,832,7.7,72.4,0.766,63.76,48.59,79.12
3/26/2004 6:00,0.9,1005,64,4,713,103,1130,78,1363,924,8,71.8,0.771,64.34,48.22,79.50
3/26/2004 7:00,1.6,1122,88,6.7,842,132,1015,90,1438,974,8.5,66.3,0.738,63.45,48.54,78.81
3/26/2004 8:00,3.4,1351,375,16.7,1201,239,783,110,1828,1307,9.8,59.6,0.721,60.35,45.46,76.32
3/26/2004 9:00,3.8,1408,592,19.3,1278,275,682,114,1928,1481,11.2,57,0.754,55.31,40.00,70.75
3/26/2004 10:00,3.1,1304,357,14.8,1142,232,772,119,1747,1405,14.8,44.1,0.741,49.64,33.73,64.69
3/26/2004 11:00,2.7,1207,296,13.4,1098,180,826,121,1664,1195,16.8,35.3,0.673,44.87,30.76,59.86
3/26/2004 12:00,2,1099,181,11,1014,112,948,97,1503,868,19.2,27.1,0.598,41.87,27.70,58.14
3/26/2004 13:00,2.3,1106,211,12.5,1068,116,915,99,1535,874,19.1,26.2,0.574,40.40,25.53,56.81
3/26/2004 14:00,1.9,1009,199,8.4,916,103,1015,85,1391,738,16.3,30.8,0.568,39.73,23.87,53.87
3/26/2004 15:00,1.3,962,81,5.3,776,89,1152,75,1279,550,14.2,36.8,0.592,39.43,23.71,54.96
3/26/2004 16:00,1.9,1093,143,8.8,933,112,976,87,1454,777,13.4,41,0.629,39.74,23.78,55.33
3/26/2004 17:00,2.3,1180,247,11.2,1023,127,886,102,1588,966,14.2,43.3,0.698,41.21,25.65,56.37
3/26/2004 18:00,2.4,1168,239,11.6,1037,125,868,105,1580,990,12.1,45.6,0.640,43.93,27.80,59.95
3/26/2004 19:00,2.7,1168,267,12.4,1063,120,876,98,1540,944,10.4,48,0.605,47.32,32.01,61.66
3/26/2004 20:00,2.6,1140,261,10.6,1000,120,916,93,1490,962,10,51.1,0.628,50.44,34.42,66.56
3/26/2004 21:00,1.5,1001,97,6,811,99,1097,91,1308,778,9.8,50.8,0.617,52.75,37.30,69.00
3/26/2004 22:00,1.2,953,66,4.6,743,79,1185,85,1252,690,9.7,50.4,0.606,54.35,38.51,70.67
3/26/2004 23:00,1.1,972,60,4.1,715,66,1237,74,1258,644,9.9,50.2,0.610,55.74,39.58,70.93
3/27/2004 0:00,1.5,1021,77,5.2,776,94,1144,87,1307,753,9.4,53.4,0.630,57.22,40.44,72.08
3/27/2004 1:00,1,940,57,3.2,664,70,1290,79,1232,646,8.6,57.8,0.649,58.66,42.40,75.94
3/27/2004 2:00,1.2,1046,65,4.5,736,75,1142,78,1312,838,8.1,62.1,0.675,59.80,44.60,74.45
3/27/2004 3:00,1.1,1026,59,3.8,699,-200,1191,-200,1292,851,7.9,63.5,0.678,60.66,45.16,75.41
3/27/2004 4:00,-200,983,48,3.8,698,57,1209,63,1296,801,7.4,64.8,0.668,61.52,46.58,75.86
3/27/2004 5:00,0.8,915,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.644,62.48,48.06,77.56
3/27/2004 6:00,0.9,935,25,2.4,615,54,1373,59,1250,717,6.3,66.6,0.641,63.01,47.00,77.32
3/27/2004 7:00,1.1,976,42,3.3,669,68,1270,65,1266,795,7.2,62.9,0.640,62.09,46.24,77.64
3/27/2004 8:00,1.5,1124,78,6.7,842,98,1050,71,1418,936,7.2,63.9,0.650,58.97,43.16,74.04
3/27/2004 9:00,1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.665,53.92,38.62,69.28
3/27/2004 10:00,2.1,1167,184,9.7,966,129,942,93,1520,1016,15.5,36.1,0.631,48.24,32.37,63.28
3/27/2004 11:00,2.1,1121,156,9.4,955,130,992,99,1451,834,17.8,29.2,0.592,43.48,27.94,59.12
3/27/2004 12:00,1.9,1071,176,9,940,111,994,93,1449,756,17.6,30.1,0.601,40.50,24.41,56.69
3/27/2004 13:00,2.1,1065,232,10,979,106,950,96,1467,766,19.1,26.8,0.586,39.06,24.63,54.31
3/27/2004 14:00,2.5,1157,305,12.6,1072,137,888,114,1596,905,17.7,28.6,0.574,38.44,22.55,52.83
3/27/2004 15:00,1.9,1046,150,7.6,883,113,1051,101,1357,765,17.8,28.4,0.574,38.19,22.92,53.62
3/27/2004 16:00,2.2,1147,188,11.8,1042,122,934,108,1538,830,18.7,26,0.556,38.56,23.49,55.36
3/27/2004 17:00,2.3,1119,221,11.2,1022,137,916,117,1508,853,17.1,31.3,0.604,40.10,25.80,56.07
3/27/2004 18:00,2.7,1210,219,12.4,1062,165,886,125,1586,981,15.8,36.1,0.644,42.90,28.39,58.75
3/27/2004 19:00,3,1306,306,12.9,1079,196,827,133,1621,1286,14.7,40.1,0.666,46.37,30.00,61.72
3/27/2004 20:00,2.8,1258,270,12.2,1057,174,841,119,1633,1244,13.6,44.9,0.699,49.59,34.57,64.96
3/27/2004 21:00,2.2,1148,231,8.8,930,140,948,107,1475,1056,12.5,48.1,0.695,51.99,36.22,67.05
3/27/2004 22:00,1.6,1108,125,6.8,848,102,1023,96,1421,1003,11.8,50.8,0.704,53.68,36.74,68.92
3/27/2004 23:00,2.1,1231,122,8.6,924,130,906,105,1483,1245,10.9,56.1,0.733,55.17,40.88,71.13
3/28/2004 0:00,2.3,1293,161,8.9,937,121,930,102,1464,1200,10.9,55.9,0.728,56.74,42.30,73.11
3/28/2004 1:00,2.3,1274,101,8.3,912,111,939,97,1451,1188,10.3,58.1,0.728,58.28,42.92,72.86
3/28/2004 2:00,1.7,1135,95,6.3,827,87,1013,79,1395,1070,9.3,62.2,0.729,59.52,43.01,74.69
3/28/2004 3:00,2.2,1151,129,8.3,911,-200,935,-200,1501,1075,8.2,66.7,0.728,60.47,45.38,76.07
3/28/2004 4:00,1.3,1010,96,5.1,769,77,1110,69,1396,895,8.3,64.9,0.712,61.41,44.95,76.68
3/28/2004 5:00,0.8,870,54,2.6,626,39,1325,52,1284,755,9.6,58.5,0.700,62.45,46.69,77.18
3/28/2004 6:00,1.1,983,63,3.6,688,77,1251,62,1342,806,7.7,66.4,0.699,63.05,48.58,78.14
3/28/2004 7:00,1.4,995,72,3.6,691,91,1219,69,1321,836,7.4,68,0.704,62.19,47.56,77.75
3/28/2004 8:00,1.3,1024,91,4.7,747,105,1136,75,1382,897,9.7,58.6,0.704,59.12,43.67,74.49
3/28/2004 9:00,1.9,1163,127,7.5,880,133,959,83,1486,1073,12.5,50.1,0.724,54.11,39.41,69.11
3/28/2004 10:00,2.3,1218,193,9,938,128,918,94,1501,1088,16.8,36.9,0.702,48.46,33.97,63.27
3/28/2004 11:00,2.3,1210,188,9.5,958,126,933,96,1514,1036,19.2,31.3,0.689,43.73,28.31,60.02
3/28/2004 12:00,1.8,1114,151,7.7,887,92,1020,86,1438,768,21.3,26.4,0.661,40.75,24.57,57.02
3/28/2004 13:00,1.4,995,103,5.7,796,66,1159,72,1287,587,21.2,23.1,0.577,39.31,24.34,55.93
3/28/2004 14:00,1,927,55,3.8,700,50,1285,53,1189,452,18.6,25,0.532,38.66,23.05,54.18
3/28/2004 15:00,1.4,1002,104,4.8,754,70,1189,65,1260,470,18,27.3,0.559,38.39,22.73,53.80
3/28/2004 16:00,1.3,987,116,4.3,727,73,1213,70,1244,502,18.2,28.3,0.585,38.72,22.12,52.74
3/28/2004 17:00,1.3,993,93,4.1,714,77,1217,75,1238,516,17,31.4,0.605,40.20,24.21,55.96
3/28/2004 18:00,1.4,1012,93,4.7,746,86,1174,86,1301,555,15.6,35,0.617,42.94,28.51,59.07
3/28/2004 19:00,1.9,1114,155,6.2,823,93,1068,94,1357,671,14.1,40.2,0.644,46.34,30.25,61.07
3/28/2004 20:00,1.8,1093,115,5.5,789,105,1102,103,1329,788,13.4,43.2,0.662,49.47,34.10,64.71
3/28/2004 21:00,1.1,968,75,3.3,669,67,1261,81,1246,538,12.3,46.8,0.669,51.78,36.73,67.24
3/28/2004 22:00,1.1,960,65,3.2,666,63,1266,80,1224,544,11.9,46.5,0.645,53.38,37.48,69.52
3/28/2004 23:00,1.1,942,57,2.9,648,63,1300,77,1204,500,11.5,46.6,0.632,54.76,37.67,70.20
3/29/2004 0:00,0.9,888,40,2.2,598,46,1396,58,1156,417,10.6,48,0.614,56.23,41.53,72.30
3/29/2004 1:00,0.6,818,27,1.3,524,21,1588,31,1071,341,10.7,45.8,0.590,57.65,41.62,72.68
3/29/2004 2:00,0.5,840,23,1.1,509,22,1643,38,1076,352,10.4,46.6,0.590,58.78,44.39,74.22
3/29/2004 3:00,0.7,894,28,1.3,524,-200,1557,-200,1095,397,10.1,47.8,0.591,59.61,45.43,76.41
3/29/2004 4:00,0.6,864,21,1.2,516,39,1496,59,1153,502,11.3,46.9,0.628,60.45,46.36,75.35
3/29/2004 5:00,0.7,898,33,1.7,559,55,1441,70,1180,648,10.1,51.2,0.634,61.37,47.49,78.78
3/29/2004 6:00,0.9,946,40,2.9,643,76,1309,75,1232,760,9.9,50.7,0.617,61.87,45.88,77.61
3/29/2004 7:00,2.9,1309,279,14.3,1125,181,844,103,1687,1183,8.1,56.8,0.615,60.91,44.92,76.84
